inci_no,Year,Season,Alm_Date,Address,Incident Type,Incident Type Number,Inci_type,Content_Loss,Property_Loss,Total_Loss,Pre_Inci_Value,Saved
19308,2014,Summer,7/23/2014,RIVER City of Louisville KY 40202,Vehicle Fire,131,131 - Passenger vehicle fire,100,100,200,100,-100
19381,2014,Summer,7/24/2014,S PRESTON City of Louisville KY 40202,Vehicle Fire,131,131 - Passenger vehicle fire,0,10000,10000,10000,0
19432,2014,Summer,7/25/2014,505 MONTANA na City of Louisville KY 40208,Structure Fire,111,111 - Building fire,5000,10000,15000,10000,-5000
19524,2014,Summer,7/26/2014,601 LOCUST N/A City of Louisville KY 40217,Vehicle Fire,131,131 - Passenger vehicle fire,0,11000,11000,11000,0
19600,2014,Summer,7/26/2014,2309 ALGONQUIN N/A City of Louisville KY 40210,Structure Fire,111,111 - Building fire,2000,8000,10000,58000,48000
19740,2014,Summer,7/27/2014,19 COLONIAL OAKS 2 City of Louisville KY 40214,Structure Fire,111,111 - Building fire,5000,10000,15000,10000,-5000
19745,2014,Summer,7/28/2014,1632 ALGONQUIN n/a City of Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,0,10000,10000,10000,0
19842,2014,Summer,7/29/2014,2306 GARLAND N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,2000,2000,4000,26000,22000
19844,2014,Summer,7/29/2014,438 N 29TH N/A City of Louisville KY 40212,Structure Fire,111,111 - Building fire,1000,0,1000,0,-1000
19891,2014,Summer,7/29/2014,919 ALGONQUIN n/a City of Louisville KY 40208,Structure Fire,111,111 - Building fire,0,600,600,50000,49400
19931,2014,Summer,7/30/2014,3332 GREENWOOD N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,500,500,1000,40000,39000
19984,2014,Summer,7/30/2014,2402 S PRESTON none City of Louisville KY 40217,Vehicle Fire,131,131 - Passenger vehicle fire,1000,1000,2000,1000,-1000
20044,2014,Summer,7/31/2014,2822 W MUHAMMAD ALI NA City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1000,0
20045,2014,Summer,7/31/2014,2518 W MUHAMMAD ALI N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,500,500,39600,39100
20047,2014,Summer,7/31/2014,2315 W MADISON 0 City of Louisville KY 40211,Outside Fire,151,"151 - Outside rubbish, trash or waste fire",100,0,100,0,-100
20058,2014,Summer,7/31/2014,3725 KLONDIKE 10 City of Cambridge KY 40220,Structure Fire,111,111 - Building fire,100,600,700,531000,530300
20096,2014,Summer,7/31/2014,712 CAMP None City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,2500,2500,2500,0
20107,2014,Summer,7/31/2014,1818 DATE N/A City of Louisville KY 40210,Structure Fire,111,111 - Building fire,500,7500,8000,7500,-500
20165,2014,Autumn,8/1/2014,S 20TH City of Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,0,1200,1200,1825,625
20200,2014,Autumn,8/1/2014,1700B CYPRESS N/A City of Louisville KY 40210,Structure Fire,111,111 - Building fire,500,1500,2000,4000,2000
20244,2014,Autumn,8/2/2014,4318 BROOKHAVEN N/A City of Cambridge KY 40220,Structure Fire,112,112 - Fires in structure other than in a building,1000,0,1000,0,-1000
20320,2014,Autumn,8/3/2014,1125 S 8TH na City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,500,1000,1500,3000,1500
20340,2014,Autumn,8/3/2014,2609 WILSON n/a City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,6000,6000,6000,0
20397,2014,Autumn,8/3/2014,4000 MIDLAND N/A City of Cambridge KY 40220,Outside Fire,154,154 - Dumpster or other outside trash receptacle fire,0,50,50,50,0
20442,2014,Autumn,8/4/2014,S 3RD City of Louisville KY 40208,Vehicle Fire,131,131 - Passenger vehicle fire,0,200,200,1200,1000
20490,2014,Autumn,8/4/2014,4130 WHEELER n/a City of Louisville KY 40215,Structure Fire,111,111 - Building fire,0,5000,5000,50000,45000
20529,2014,Autumn,8/5/2014,6335 STRAWBERRY n/a City of Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,0,600,600,600,0
20550,2014,Autumn,8/5/2014,1449 BARDSTOWN n/a City of Louisville KY 40204,Vehicle Fire,131,131 - Passenger vehicle fire,0,8000,8000,8000,0
20529,2014,Autumn,8/5/2014,6335 STRAWBERRY n/a City of Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,0,1500,1500,5000,3500
20626,2014,Autumn,8/6/2014,1305 BALDWIN n/a City of Louisville KY 40210,Structure Fire,111,111 - Building fire,200,0,200,NULL,NULL
20664,2014,Autumn,8/6/2014,2806 MARIGOLD na City of Audubon Park KY 40213,Structure Fire,111,111 - Building fire,0,1000,1000,75000,74000
20703,2014,Autumn,8/7/2014,2622 W BROADWAY N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,5000,5000,35000,30000
20722,2014,Autumn,8/7/2014,512 S 28TH N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,5000,5000,15370,10370
20737,2014,Autumn,8/7/2014,3670 WHEELER n/a City of Louisville KY 40215,Structure Fire,118,"118 - Trash or rubbish fire, contained",0,1000,1000,200000,199000
20781,2014,Autumn,8/8/2014,2419 W MAIN n/a City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,0,1300,1300,1300,0
20862,2014,Autumn,8/9/2014,204 S SHAWNEE Apt # 8 City of Louisville KY 40212,Structure Fire,111,111 - Building fire,2000,15000,17000,200000,183000
20891,2014,Autumn,8/9/2014,2735 W MAIN 2 City of Louisville KY 40212,Structure Fire,111,111 - Building fire,100,0,100,40000,39900
20952,2014,Autumn,8/9/2014,LOUIS COLEMAN JR City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,10000,10000,10000,0
20959,2014,Autumn,8/9/2014,414 MARRET None City of Louisville KY 40208,Structure Fire,111,111 - Building fire,1000,5000,6000,5000,-1000
21132,2014,Autumn,8/11/2014,S HANCOCK City of Louisville KY 40202,Structure Fire,118,"118 - Trash or rubbish fire, contained",0,1000,1000,25000,24000
21153,2014,Autumn,8/12/2014,4811 S 3RD 16 City of Louisville KY 40214,Structure Fire,111,111 - Building fire,0,200,200,300000,299800
21164,2014,Autumn,8/12/2014,807 E CHESTNUT parking lot City of Louisville KY 40204,Vehicle Fire,131,131 - Passenger vehicle fire,1000,2000,3000,2000,-1000
21225,2014,Autumn,8/12/2014,1602 MOORE 32 City of Louisville KY 40210,Structure Fire,111,111 - Building fire,0,200,200,200,0
21238,2014,Autumn,8/13/2014,3013 VIRGINIA n/a City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,3000,0
21330,2014,Autumn,8/13/2014,2352 ALEXANDER N/A City of Louisville KY 40217,Structure Fire,111,111 - Building fire,400,0,400,0,-400
21342,2014,Autumn,8/14/2014,504 DALE na City of Louisville KY 40214,Structure Fire,111,111 - Building fire,10000,30000,40000,80000,40000
21343,2014,Autumn,8/14/2014,553 LILLY n/a City of Louisville KY 40217,Outside Fire,151,"151 - Outside rubbish, trash or waste fire",0,500,500,500,0
21407,2014,Autumn,8/14/2014,N 24TH City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,2000,0
21486,2014,Autumn,8/15/2014,12TH STREET CONNECTOR City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,5000,5000,5000,0
21525,2014,Autumn,8/16/2014,126 E TENNY n/a City of Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1000,0
21532,2014,Autumn,8/16/2014,4144 GREENWOOD n/a City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,10000,10000,32000,22000
21535,2014,Autumn,8/16/2014,4501 W BROADWAY N/A City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,10000,10000,10000,0
21559,2014,Autumn,8/16/2014,541 E ORMSBY n\a City of Louisville KY 40203,Structure Fire,111,111 - Building fire,2000,7500,9500,80000,70500
21576,2014,Autumn,8/16/2014,727 S 23RD N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,22930,22930,22930,0
21651,2014,Autumn,8/17/2014,1317 MORGAN n/a City of Audubon Park KY 40213,Vehicle Fire,131,131 - Passenger vehicle fire,0,1500,1500,2000,500
21746,2014,Autumn,8/18/2014,1123 RAMMERS n/a City of Louisville KY 40204,Structure Fire,113,"113 - Cooking fire, confined to container",100,0,100,0,-100
21879,2014,Autumn,8/19/2014,4325 VERMONT na City of Louisville KY 40211,Outside Fire,162,162 - Outside equipment fire,0,5000,5000,5000,0
22006,2014,Autumn,8/21/2014,816 S 11TH 0 City of Louisville KY 40210,Vehicle Fire,132,132 - Road freight or transport vehicle fire,15000,500,15500,500,-15000
22034,2014,Autumn,8/21/2014,2230 WEBER N/A City of Kingsley KY 40205,Structure Fire,111,111 - Building fire,500,0,500,0,-500
22170,2014,Autumn,8/22/2014,631 ALGER na City of Louisville KY 40214,Structure Fire,111,111 - Building fire,10000,20000,30000,90000,60000
22282,2014,Autumn,8/23/2014,1045 EUCLID na City of Louisville KY 40208,Structure Fire,111,111 - Building fire,400,0,400,100,-300
22376,2014,Autumn,8/24/2014,2014 PORTLAND N/A City of Louisville KY 40203,Structure Fire,111,111 - Building fire,0,2000,2000,2000,0
22376,2014,Autumn,8/24/2014,2014 PORTLAND N/A City of Louisville KY 40203,Structure Fire,111,111 - Building fire,0,500,500,20000,19500
22454,2014,Autumn,8/25/2014,4211 LA SALLE outside City of Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,2000,0
22480,2014,Autumn,8/25/2014,BRENT City of Louisville KY 40204,Vehicle Fire,138,138 - Off-road vehicle or heavy equipment fire,0,1500,1500,1500,0
22485,2014,Autumn,8/25/2014,2116 HOWARD N/A City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,2044,1044
22544,2014,Autumn,8/26/2014,LESTER City of Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,250,4000,4250,4000,-250
22636,2014,Autumn,8/26/2014,3600 DUTCHMANS n/a City of Kingsley KY 40205,Structure Fire,111,111 - Building fire,20000,10000,30000,50000,20000
22658,2014,Autumn,8/27/2014,769 S CLAY n/a City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,250,250,5000,4750
22681,2014,Autumn,8/27/2014,436 S 10TH N/A City of Louisville KY 40203,Structure Fire,111,111 - Building fire,1000,5000,6000,300000,294000
22716,2014,Autumn,8/27/2014,80 VALLEY None City of Louisville KY 40204,Structure Fire,111,111 - Building fire,0,500,500,500,0
22785,2014,Autumn,8/28/2014,1122 RAMMERS n\a City of Louisville KY 40204,Structure Fire,111,111 - Building fire,1500,2000,3500,110000,106500
22907,2014,Autumn,8/29/2014,2510 LINDSAY B6 City of Louisville KY 40206,Structure Fire,111,111 - Building fire,300,0,300,250000,249700
22908,2014,Autumn,8/29/2014,E OAK City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,8500,8500,8500,0
23181,2014,Autumn,9/1/2014,415 E MUHAMMAD ALI 612 City of Louisville KY 40202,Structure Fire,111,111 - Building fire,2000,10000,12000,5000000,4988000
23222,2014,Autumn,9/2/2014,E WITHERSPOON City of Louisville KY 40202,Vehicle Fire,132,132 - Road freight or transport vehicle fire,200,5000,5200,150000,144800
23230,2014,Autumn,9/2/2014,I 264 East City of Cambridge KY 40220,Vehicle Fire,131,131 - Passenger vehicle fire,0,8000,8000,8000,0
23285,2014,Autumn,9/2/2014,3670 WHEELER N/A City of Louisville KY 40215,Outside Fire,151,"151 - Outside rubbish, trash or waste fire",25,400,425,300000,299575
23301,2014,Autumn,9/2/2014,4900BLK S 2ND n/a City of Louisville KY 40214,Vehicle Fire,130,"130 - Mobile property (vehicle) fire, other",0,100,100,100,0
23432,2014,Autumn,9/4/2014,644 BAXTER 2 nd floor City of Louisville KY 40204,Structure Fire,111,111 - Building fire,0,3000,3000,750000,747000
23449,2014,Autumn,9/4/2014,2211 DEARING N/A City of Louisville KY 40204,Structure Fire,122,"122 - Fire in motor home, camper, recreational vehicle",200,5000,5200,8000,2800
23460,2014,Autumn,9/4/2014,S 4TH City of Louisville KY 40202,Outside Fire,163,163 - Outside gas or vapor combustion explosion,0,2000,2000,2000,0
23516,2014,Autumn,9/4/2014,1064 HIGHLAND n/a City of Louisville KY 40204,Structure Fire,111,111 - Building fire,3000,20000,23000,93000,70000
23516,2014,Autumn,9/4/2014,1064 HIGHLAND n/a City of Louisville KY 40204,Structure Fire,111,111 - Building fire,0,2000,2000,87000,85000
23516,2014,Autumn,9/4/2014,1064 HIGHLAND n/a City of Louisville KY 40204,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,2500,1500
23616,2014,Autumn,9/5/2014,NEWBURG City of Kingsley KY 40205,Vehicle Fire,131,131 - Passenger vehicle fire,500,5000,5500,5000,-500
23766,2014,Autumn,9/7/2014,I 264 East City of Cambridge KY 40220,Vehicle Fire,131,131 - Passenger vehicle fire,150,2000,2150,2000,-150
23788,2014,Autumn,9/7/2014,1100 TREVILIAN n/a City of Audubon Park KY 40213,Vehicle Fire,130,"130 - Mobile property (vehicle) fire, other",0,1000,1000,1000,0
23849,2014,Autumn,9/8/2014,1782 DIXDALE 301 City of Louisville KY 40210,Structure Fire,111,111 - Building fire,500,5000,5500,55560,50060
23882,2014,Autumn,9/8/2014,I 71 South n/a City of Beechwood Village KY 40207,Vehicle Fire,131,131 - Passenger vehicle fire,0,4000,4000,4000,0
23941,2014,Autumn,9/8/2014,1114 GARVIN 5 City of Louisville KY 40203,Structure Fire,111,111 - Building fire,1000,1000,2000,80000,78000
23989,2014,Autumn,9/9/2014,3531 VIRGINIA n/a City of Louisville KY 40211,Structure Fire,111,111 - Building fire,10000,25000,35000,50000,15000
24055,2014,Autumn,9/10/2014,2800 S FLOYD N/A City of Louisville KY 40209,Vehicle Fire,131,131 - Passenger vehicle fire,100,2000,2100,2000,-100
24055,2014,Autumn,9/10/2014,2800 S FLOYD N/A City of Louisville KY 40209,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,8000,6000
24140,2014,Autumn,9/11/2014,2905 BANK na City of Louisville KY 40212,Structure Fire,111,111 - Building fire,0,10000,10000,27410,17410
24281,2014,Autumn,9/12/2014,1229 S 1ST n\a City of Louisville KY 40203,Structure Fire,111,111 - Building fire,10000,25000,35000,233000,198000
24370,2014,Autumn,9/13/2014,3611 W KENTUCKY na City of Louisville KY 40211,Structure Fire,111,111 - Building fire,300,5000,5300,25000,19700
24372,2014,Autumn,9/13/2014,2601 LE BLANC 10 City of Louisville KY 40206,Structure Fire,111,111 - Building fire,1000,10000,11000,250000,239000
24472,2014,Autumn,9/14/2014,S BROOK City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,4000,4000,4000,0
24486,2014,Autumn,9/14/2014,960 S 4TH 719 City of Louisville KY 40203,Structure Fire,111,111 - Building fire,0,2000,2000,70000,68000
24523,2014,Autumn,9/15/2014,1313 ST ANTHONY 6th City of Louisville KY 40204,Structure Fire,111,111 - Building fire,0,300,300,5000000,4999700
24571,2014,Autumn,9/15/2014,3301 INDIAN CREEK 4 City of Louisville KY 40218,Structure Fire,113,"113 - Cooking fire, confined to container",0,500,500,200000,199500
24741,2014,Autumn,9/17/2014,413 E MUHAMMAD ALI 1222 City of Louisville KY 40202,Structure Fire,113,"113 - Cooking fire, confined to container",0,100,100,750000,749900
24936,2014,Autumn,9/19/2014,2735 CRITTENDEN na City of Louisville KY 40209,Structure Fire,112,112 - Fires in structure other than in a building,0,5000,5000,5000,0
25041,2014,Autumn,9/20/2014,2002 ST LOUIS Kitchen City of Louisville KY 40210,Structure Fire,113,"113 - Cooking fire, confined to container",1500,500,2000,80000,78000
25051,2014,Autumn,9/20/2014,TAYLOR City of Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,100,2000,2100,2000,-100
25055,2014,Autumn,9/21/2014,1239 S BROOK n/a City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,3000,0
25058,2014,Autumn,9/21/2014,1235 S 16TH Basement City of Louisville KY 40210,Structure Fire,111,111 - Building fire,3000,3000,6000,29400,23400
25093,2014,Autumn,9/21/2014,3400 KERRY N/A City of Louisville KY 40218,Structure Fire,111,111 - Building fire,10000,20000,30000,160000,130000
25127,2014,Autumn,9/21/2014,S 28TH City of Louisville KY 40211,Structure Fire,112,112 - Fires in structure other than in a building,0,1000,1000,1000,0
25131,2014,Autumn,9/21/2014,911 GOSS 3 City of Louisville KY 40217,Structure Fire,111,111 - Building fire,0,500,500,200000,199500
25256,2014,Autumn,9/23/2014,2601 LINDSAY N/A City of Louisville KY 40206,Outside Fire,151,"151 - Outside rubbish, trash or waste fire",0,2000,2000,6000,4000
25256,2014,Autumn,9/23/2014,2601 LINDSAY N/A City of Louisville KY 40206,Outside Fire,151,"151 - Outside rubbish, trash or waste fire",0,2000,2000,6000,4000
25441,2014,Autumn,9/25/2014,1330 BARDSTOWN 1st City of Louisville KY 40204,Structure Fire,111,111 - Building fire,2000,2000,4000,350000,346000
25446,2014,Autumn,9/25/2014,1201 E OAK n/a City of Louisville KY 40204,Structure Fire,111,111 - Building fire,0,4000,4000,4000,0
25561,2014,Autumn,9/26/2014,E ST CATHERINE City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,1000,0,1000,NULL,NULL
25601,2014,Autumn,9/26/2014,2324 ST LOUIS n/a City of Louisville KY 40210,Structure Fire,111,111 - Building fire,10000,20000,30000,27550,-2450
25652,2014,Autumn,9/27/2014,3441 POWELL N/A City of Louisville KY 40215,Structure Fire,113,"113 - Cooking fire, confined to container",500,0,500,0,-500
25774,2014,Autumn,9/28/2014,3526 DUTCHMANS 0002 City of Kingsley KY 40205,Vehicle Fire,131,131 - Passenger vehicle fire,0,1500,1500,1500,0
25794,2014,Autumn,9/28/2014,7900 SHELBYVILLE n/a City of Bancroft KY 40222,Vehicle Fire,131,131 - Passenger vehicle fire,0,8000,8000,8000,0
25895,2014,Autumn,9/29/2014,I 264 East n/a City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,1500,0,1500,0,-1500
26182,2014,Autumn,10/2/2014,1240 MCKINLEY n/a City of Louisville KY 40217,Vehicle Fire,131,131 - Passenger vehicle fire,5000,10000,15000,10000,-5000
26088,2014,Autumn,10/2/2014,729 E OAK n/a City of Louisville KY 40203,Structure Fire,112,112 - Fires in structure other than in a building,0,10000,10000,10000,0
26273,2014,Autumn,10/3/2014,3007 DON DEE N/A City of Cambridge KY 40220,Structure Fire,111,111 - Building fire,2000,5000,7000,5000,-2000
26285,2014,Autumn,10/3/2014,4744 S RUTLAND n/a City of Louisville KY 40215,Structure Fire,111,111 - Building fire,1000,3000,4000,60000,56000
26298,2014,Autumn,10/4/2014,4610 S 3RD n/a City of Louisville KY 40214,Structure Fire,111,111 - Building fire,1000,15000,16000,15000,-1000
26357,2014,Autumn,10/4/2014,1391 DIXIE N/A City of Louisville KY 40210,Structure Fire,111,111 - Building fire,0,1000,1000,100000,99000
26421,2014,Autumn,10/5/2014,428 S 20TH B City of Louisville KY 40203,Structure Fire,111,111 - Building fire,1000,7000,8000,35590,27590
26515,2014,Autumn,10/6/2014,110 SOUTHWESTERN n/a City of Louisville KY 40212,Structure Fire,111,111 - Building fire,2000,20000,22000,123180,101180
26749,2014,Autumn,10/8/2014,5603 SHOREWOOD 1 City of Louisville KY 40214,Structure Fire,111,111 - Building fire,0,100,100,500000,499900
26668,2014,Autumn,10/8/2014,3810 DUNCAN na City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,2000,0
26673,2014,Autumn,10/8/2014,200 N 37TH n/a City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,3000,0
26686,2014,Autumn,10/8/2014,2129 W OAK NA City of Louisville KY 40210,Structure Fire,118,"118 - Trash or rubbish fire, contained",0,1000,1000,21400,20400
26704,2014,Autumn,10/8/2014,3013 MID DALE 1 City of Cambridge KY 40220,Structure Fire,111,111 - Building fire,5000,10000,15000,200000,185000
26798,2014,Autumn,10/9/2014,4309 ELLIOTT N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,500,500,120000,119500
